140,cpu%_package-0,2.18395
140,freq_package-0,2338643.625
110,psys-1,13.43856
110,core-0,2.16394
110,package-0,4.8228
110,uncore-0,0.28339
110,package-global,4.8228
110,cpu%_package-global,2.25847
110,cpu%_package-0,2.16026
110,freq_package-0,2373541.75
125,psys-1,13.41634
125,core-0,2.15735
125,package-0,4.80885
125,uncore-0,0.27808
125,package-global,4.80885
125,cpu%_package-global,2.25734
125,cpu%_package-0,2.15789
125,freq_package-0,2188489.75
80,psys-1,13.4057
80,core-0,2.16175
80,package-0,4.80149
80,uncore-0,0.26772
80,package-global,4.80149
80,cpu%_package-global,2.28242
80,cpu%_package-0,2.2082
80,freq_package-0,2700010.25
95,psys-1,13.406
95,core-0,2.16014
95,package-0,4.80033
95,uncore-0,0.26831
95,package-global,4.80033
95,cpu%_package-global,2.28299
95,cpu%_package-0,2.2082
95,freq_package-0,1831103.875
65,psys-1,13.40378
65,core-0,2.15795
65,package-0,4.79762
65,uncore-0,0.26884
65,package-global,4.79762
65,cpu%_package-global,2.28242
65,cpu%_package-0,2.18249
65,freq_package-0,2205762.875
50,psys-1,13.40524
50,core-0,2.15936
50,package-0,4.79914
50,uncore-0,0.2688
50,package-global,4.79914
50,cpu%_package-global,2.28185
50,cpu%_package-0,2.18143
50,freq_package-0,2205762.875
452,psys-1,13.15772
452,core-0,2.01915
452,package-0,4.63333
452,uncore-0,0.2746
452,package-global,4.63333
452,cpu%_package-global,1.47428
452,cpu%_package-0,1.3798
452,freq_package-0,1819611.75
35,psys-1,13.39395
35,core-0,2.15669
35,package-0,4.79553
35,uncore-0,0.26907
35,package-global,4.79553
35,cpu%_package-global,2.28242
35,cpu%_package-0,2.1838
35,freq_package-0,2368116.375
528,psys-1,12.68543
528,core-0,1.81692
528,package-0,4.34943
528,uncore-0,0.24947
528,package-global,4.34943
528,cpu%_package-global,1.12994
528,cpu%_package-0,1.1298
528,freq_package-0,2415734.75
408,psys-1,13.08395
408,core-0,1.99195
408,package-0,4.60503
408,uncore-0,0.26047
408,package-global,4.60503
408,cpu%_package-global,1.41154
408,cpu%_package-0,1.41237
408,freq_package-0,2334821.875
468,psys-1,13.07097
468,core-0,1.99057
468,package-0,4.60148
468,uncore-0,0.26111
468,package-global,4.60148
468,cpu%_package-global,1.41154
468,cpu%_package-0,1.41135
468,freq_package-0,2136377.25
544,psys-1,13.09742
544,core-0,2.02506
544,package-0,4.62642
544,uncore-0,0.24562
544,package-global,4.62642
544,cpu%_package-global,1.38104
544,cpu%_package-0,1.38208
544,freq_package-0,2824672.25
484,psys-1,13.19561
484,core-0,2.09808
484,package-0,4.71356
484,uncore-0,0.24523
484,package-global,4.71356
484,cpu%_package-global,1.4752
